  -0.00303	   0.00208	   0.00660	   0.00943	   0.01224	   0.01719	   0.02273	   0.02537	   0.02534	   0.02825	   0.03837	   0.05306	   0.06564	   0.07198	   0.07266	   0.06815	   0.05783	   0.04407	   0.02993	   0.01600	   0.00255	  -0.00954	  -0.01922	  -0.02407	  -0.02297	  -0.01992	  -0.01984	  -0.02284	  -0.02684	  -0.03280	  -0.04223	  -0.05235	  -0.05839	  -0.05852	  -0.05474	  -0.04991	  -0.04544	  -0.04186	  -0.03885	  -0.03624	  -0.03601	  -0.03977	  -0.04604	  -0.05291	  -0.06019	  -0.06648	  -0.06907	  -0.06709	  -0.06057	  -0.05041	  -0.03989	  -0.03297	  -0.03160	  -0.03504	  -0.04150	  -0.04863	  -0.05320	  -0.05393	  -0.05281	  -0.05000	  -0.04342	  -0.03527	  -0.02865	  -0.02250	  -0.01611	  -0.00882	   0.00287	   0.02226	   0.04901	   0.07672	   0.09570	   0.09969	   0.08773	   0.06104	   0.02080	  -0.03033	  -0.08524	  -0.13402	  -0.17038	  -0.19459	  -0.20934	  -0.21426	  -0.20883	  -0.19590	  -0.17457	  -0.13411	  -0.05921	   0.05851	   0.21084	   0.37466	   0.52312	   0.63638	   0.70777	   0.74460	   0.76230	   0.77537	   0.79000	   0.80033	   0.79239	   0.75503	   0.68897	   0.60365	   0.50679	   0.40333	   0.29839	   0.19459	   0.09421	   0.00468	  -0.06445	  -0.10914	  -0.13393	  -0.14754	  -0.15637	  -0.16394	  -0.17242	  -0.18162	  -0.19106	  -0.20157	  -0.21138	  -0.21732	  -0.21870	  -0.21595	  -0.21113	  -0.20816	  -0.20774	  -0.20817	  -0.21063	  -0.21666	  -0.22345	  -0.22713	  -0.22707	  -0.22308	  -0.21526	  -0.20570	  -0.19663	  -0.19123	  -0.19113	  -0.19407	  -0.19846	  -0.20425	  -0.20925	  -0.21057	  -0.20921	  -0.20640	  -0.20052	  -0.19323	  -0.18717	  -0.18161	  -0.17756	  -0.17767	  -0.18096	  -0.18409	  -0.18623	  -0.18907	  -0.19280	  -0.19589	  -0.19631	  -0.19208	  -0.18361	  -0.17477
   0.01144	   0.01890	   0.03014	   0.04460	   0.05971	   0.07040	   0.07510	   0.07598	   0.07492	   0.07387	   0.07390	   0.07472	   0.07663	   0.07890	   0.07876	   0.07461	   0.06805	   0.06098	   0.05196	   0.03958	   0.02701	   0.01645	   0.00610	  -0.00358	  -0.01055	  -0.01427	  -0.01381	  -0.00933	  -0.00436	  -0.00366	  -0.00728	  -0.01032	  -0.01038	  -0.00836	  -0.00601	  -0.00709	  -0.01332	  -0.01996	  -0.02114	  -0.01703	  -0.01293	  -0.01265	  -0.01486	  -0.01756	  -0.02183	  -0.02822	  -0.03353	  -0.03355	  -0.02741	  -0.01959	  -0.01324	  -0.00524	   0.00407	   0.00751	   0.00212	  -0.00758	  -0.01715	  -0.02463	  -0.02711	  -0.02248	  -0.01306	  -0.00303	   0.00517	   0.01136	   0.01637	   0.02086	   0.02622	   0.03442	   0.04819	   0.06942	   0.09412	   0.11287	   0.11724	   0.10366	   0.07021	   0.01672	  -0.04887	  -0.11257	  -0.16333	  -0.19628	  -0.20901	  -0.20100	  -0.17909	  -0.15384	  -0.12551	  -0.07923	   0.00359	   0.13069	   0.29173	   0.46104	   0.60859	   0.71248	   0.76789	   0.78705	   0.78916	   0.78940	   0.79101	   0.78592	   0.76485	   0.72341	   0.66079	   0.57833	   0.47873	   0.36453	   0.23907	   0.11268	   0.00213	  -0.08085	  -0.13415	  -0.16071	  -0.16798	  -0.16704	  -0.16654	  -0.16981	  -0.17743	  -0.18861	  -0.20097	  -0.21276	  -0.22293	  -0.22940	  -0.23026	  -0.22547	  -0.21841	  -0.21316	  -0.20948	  -0.20603	  -0.20397	  -0.20551	  -0.21189	  -0.22064	  -0.22571	  -0.22377	  -0.21745	  -0.21062	  -0.20485	  -0.19964	  -0.19466	  -0.19096	  -0.18939	  -0.19041	  -0.19407	  -0.19989	  -0.20774	  -0.21554	  -0.21850	  -0.21448	  -0.20526	  -0.19277	  -0.17979	  -0.17156	  -0.17230	  -0.18047	  -0.18976	  -0.19541	  -0.19667	  -0.19370	  -0.18789	  -0.18292	  -0.18000	  -0.17704
   0.04967	   0.04473	   0.03813	   0.03409	   0.03678	   0.04430	   0.05183	   0.05876	   0.06743	   0.07808	   0.08851	   0.09578	   0.09870	   0.09793	   0.09391	   0.08784	   0.08257	   0.07991	   0.07880	   0.07806	   0.07769	   0.07699	   0.07392	   0.06661	   0.05598	   0.04443	   0.03327	   0.02433	   0.02010	   0.02078	   0.02341	   0.02362	   0.01965	   0.01389	   0.00864	   0.00452	   0.00261	   0.00194	  -0.00026	  -0.00379	  -0.00598	  -0.00593	  -0.00557	  -0.00577	  -0.00457	  -0.00103	   0.00135	  -0.00300	  -0.01356	  -0.02308	  -0.02674	  -0.02469	  -0.01982	  -0.01528	  -0.01151	  -0.00676	  -0.00070	   0.00374	   0.00434	   0.00198	  -0.00209	  -0.00678	  -0.00978	  -0.00907	  -0.00487	   0.00194	   0.01082	   0.02173	   0.03610	   0.05553	   0.07916	   0.10154	   0.11402	   0.10858	   0.08079	   0.03286	  -0.02743	  -0.09011	  -0.14104	  -0.16251	  -0.14513	  -0.09928	  -0.04986	  -0.01770	  -0.00380	   0.01186	   0.05669	   0.14803	   0.28150	   0.43337	   0.57362	   0.68069	   0.75022	   0.78988	   0.80948	   0.81655	   0.81486	   0.80290	   0.77383	   0.72278	   0.65501	   0.57977	   0.49905	   0.40842	   0.30384	   0.18680	   0.06767	  -0.03789	  -0.11697	  -0.16467	  -0.18584	  -0.19097	  -0.18948	  -0.18780	  -0.18932	  -0.19396	  -0.19904	  -0.20333	  -0.20876	  -0.21574	  -0.22153	  -0.22436	  -0.22610	  -0.22866	  -0.22980	  -0.22706	  -0.22211	  -0.21747	  -0.21280	  -0.20675	  -0.20228	  -0.20518	  -0.21505	  -0.22464	  -0.22898	  -0.22973	  -0.22971	  -0.22701	  -0.21929	  -0.20917	  -0.20007	  -0.19415	  -0.19362	  -0.19844	  -0.20559	  -0.21173	  -0.21605	  -0.21813	  -0.21584	  -0.20854	  -0.19782	  -0.18663	  -0.17967	  -0.17926	  -0.18236	  -0.18514	  -0.18652	  -0.18773	  -0.19108	  -0.19643
   0.03885	   0.03941	   0.03616	   0.03180	   0.03004	   0.03104	   0.03401	   0.03909	   0.04625	   0.05654	   0.07159	   0.08951	   0.10668	   0.12052	   0.12675	   0.12240	   0.11127	   0.09841	   0.08461	   0.06936	   0.05475	   0.04477	   0.04040	   0.03886	   0.03730	   0.03466	   0.03134	   0.02767	   0.02213	   0.01179	  -0.00298	  -0.01555	  -0.01724	  -0.00604	   0.01017	   0.02067	   0.02021	   0.01115	  -0.00039	  -0.01068	  -0.01978	  -0.02738	  -0.03247	  -0.03456	  -0.03222	  -0.02614	  -0.02094	  -0.01837	  -0.01555	  -0.01109	  -0.00674	  -0.00473	  -0.00602	  -0.01071	  -0.01696	  -0.01993	  -0.01692	  -0.00931	   0.00081	   0.01030	   0.01653	   0.01833	   0.01545	   0.01061	   0.00836	   0.01149	   0.02119	   0.03997	   0.06941	   0.10655	   0.14272	   0.16550	   0.16490	   0.13807	   0.08981	   0.02932	  -0.03498	  -0.09599	  -0.14518	  -0.17537	  -0.18499	  -0.17720	  -0.15974	  -0.14009	  -0.11474	  -0.06773	   0.02028	   0.15681	   0.32538	   0.49419	   0.63631	   0.73795	   0.79875	   0.82951	   0.84440	   0.85123	   0.84583	   0.81779	   0.76141	   0.67894	   0.57755	   0.46490	   0.34711	   0.22987	   0.12068	   0.02875	  -0.03901	  -0.08101	  -0.10243	  -0.11365	  -0.12196	  -0.12954	  -0.13915	  -0.15261	  -0.16749	  -0.17967	  -0.18653	  -0.18706	  -0.18269	  -0.17705	  -0.17365	  -0.17453	  -0.17842	  -0.18291	  -0.18726	  -0.18983	  -0.18986	  -0.18998	  -0.19025	  -0.18654	  -0.17767	  -0.16684	  -0.15896	  -0.15774	  -0.16166	  -0.16631	  -0.16965	  -0.17211	  -0.17485	  -0.17819	  -0.17994	  -0.17730	  -0.17046	  -0.16199	  -0.15494	  -0.15200	  -0.15363	  -0.15804	  -0.16348	  -0.16874	  -0.17252	  -0.17409	  -0.17310	  -0.16886	  -0.16246	  -0.15656	  -0.15273	  -0.15135	  -0.15181	  -0.15345
   0.03448	   0.04696	   0.06067	   0.07349	   0.08250	   0.08712	   0.08895	   0.08927	   0.08771	   0.08303	   0.07537	   0.06805	   0.06410	   0.06106	   0.05540	   0.04803	   0.03974	   0.02823	   0.01247	  -0.00392	  -0.01519	  -0.01961	  -0.01978	  -0.01836	  -0.01870	  -0.02249	  -0.02650	  -0.02761	  -0.02488	  -0.01924	  -0.01494	  -0.01642	  -0.02456	  -0.03587	  -0.04436	  -0.04672	  -0.04353	  -0.03732	  -0.03178	  -0.02966	  -0.03141	  -0.03497	  -0.03741	  -0.03967	  -0.04415	  -0.04853	  -0.04895	  -0.04394	  -0.03477	  -0.02563	  -0.01971	  -0.01681	  -0.01687	  -0.02055	  -0.02632	  -0.03195	  -0.03686	  -0.04041	  -0.04113	  -0.03793	  -0.03122	  -0.02190	  -0.01050	   0.00072	   0.00980	   0.01986	   0.03702	   0.06232	   0.08809	   0.10477	   0.10837	   0.09993	   0.08060	   0.05025	   0.00953	  -0.04031	  -0.09492	  -0.14508	  -0.18239	  -0.20345	  -0.21026	  -0.20816	  -0.20153	  -0.18919	  -0.16342	  -0.11389	  -0.03021	   0.09281	   0.24582	   0.40531	   0.54510	   0.64795	   0.71124	   0.74501	   0.76397	   0.77852	   0.79128	   0.79810	   0.78989	   0.75788	   0.69926	   0.61788	   0.52248	   0.42003	   0.31202	   0.20155	   0.09681	   0.00659	  -0.06424	  -0.11506	  -0.14673	  -0.16227	  -0.16856	  -0.17257	  -0.17862	  -0.18880	  -0.20208	  -0.21446	  -0.22167	  -0.22214	  -0.21804	  -0.21292	  -0.20849	  -0.20609	  -0.20799	  -0.21322	  -0.21838	  -0.22320	  -0.23019	  -0.23850	  -0.24166	  -0.23581	  -0.22471	  -0.21396	  -0.20636	  -0.20265	  -0.20250	  -0.20573	  -0.21179	  -0.21798	  -0.22170	  -0.22194	  -0.21931	  -0.21599	  -0.21301	  -0.20921	  -0.20404	  -0.20029	  -0.20115	  -0.20517	  -0.20903	  -0.21259	  -0.21656	  -0.21821	  -0.21450	  -0.20732	  -0.20032	  -0.19409	  -0.18844	  -0.18549
   0.02280	   0.02308	   0.02886	   0.04124	   0.05809	   0.07459	   0.08589	   0.09053	   0.09229	   0.09395	   0.09396	   0.09211	   0.09003	   0.08741	   0.08234	   0.07491	   0.06943	   0.06983	   0.07391	   0.07577	   0.07237	   0.06340	   0.04849	   0.03065	   0.01737	   0.01409	   0.01819	   0.02278	   0.02488	   0.02475	   0.02144	   0.01457	   0.00778	   0.00540	   0.00623	   0.00574	   0.00256	  -0.00052	  -0.00142	  -0.00116	  -0.00043	   0.00188	   0.00523	   0.00682	   0.00467	  -0.00119	  -0.00892	  -0.01568	  -0.01887	  -0.01777	  -0.01450	  -0.01004	  -0.00306	   0.00488	   0.01048	   0.01376	   0.01531	   0.01282	   0.00563	  -0.00232	  -0.00672	  -0.00679	  -0.00323	   0.00322	   0.01044	   0.01738	   0.02601	   0.03865	   0.05656	   0.07850	   0.09773	   0.10613	   0.10092	   0.08204	   0.04684	  -0.00581	  -0.06716	  -0.12137	  -0.15558	  -0.16202	  -0.14021	  -0.10151	  -0.06342	  -0.03875	  -0.02574	  -0.00323	   0.05467	   0.15740	   0.29524	   0.44564	   0.58115	   0.68237	   0.74569	   0.77915	   0.79394	   0.79819	   0.79450	   0.78034	   0.74989	   0.69942	   0.63299	   0.55688	   0.46918	   0.36456	   0.24642	   0.12513	   0.01075	  -0.08614	  -0.15426	  -0.18771	  -0.19090	  -0.17751	  -0.16369	  -0.16007	  -0.16671	  -0.17597	  -0.18463	  -0.19753	  -0.21537	  -0.22996	  -0.23412	  -0.22804	  -0.21689	  -0.20670	  -0.20128	  -0.20003	  -0.19887	  -0.19527	  -0.19219	  -0.19516	  -0.20495	  -0.21715	  -0.22697	  -0.23057	  -0.22661	  -0.21717	  -0.20560	  -0.19444	  -0.18443	  -0.17733	  -0.17684	  -0.18371	  -0.19344	  -0.20100	  -0.20426	  -0.20173	  -0.19307	  -0.18208	  -0.17375	  -0.16877	  -0.16526	  -0.16371	  -0.16638	  -0.17369	  -0.18286	  -0.19052	  -0.19481	  -0.19497	  -0.19231	  -0.18928
  -0.01426	  -0.00697	   0.00288	   0.01455	   0.02481	   0.03034	   0.03159	   0.03258	   0.03684	   0.04581	   0.05953	   0.07624	   0.09156	   0.09915	   0.09684	   0.08902	   0.07898	   0.06530	   0.04637	   0.02567	   0.00925	  -0.00055	  -0.00432	  -0.00408	  -0.00337	  -0.00394	  -0.00399	  -0.00339	  -0.00540	  -0.01121	  -0.01935	  -0.02682	  -0.03040	  -0.03052	  -0.02854	  -0.02553	  -0.02364	  -0.02355	  -0.02443	  -0.02532	  -0.02521	  -0.02484	  -0.02576	  -0.02859	  -0.03371	  -0.03971	  -0.04382	  -0.04328	  -0.03692	  -0.02781	  -0.01994	  -0.01529	  -0.01494	  -0.01860	  -0.02363	  -0.02711	  -0.02838	  -0.02824	  -0.02784	  -0.02749	  -0.02591	  -0.02218	  -0.01490	  -0.00320	   0.01054	   0.02455	   0.03987	   0.05699	   0.07436	   0.08744	   0.09067	   0.08275	   0.06721	   0.04642	   0.01772	  -0.02116	  -0.06552	  -0.10844	  -0.14808	  -0.18625	  -0.22473	  -0.26302	  -0.29794	  -0.32595	  -0.34237	  -0.34104	  -0.31943	  -0.28088	  -0.23118	  -0.17722	  -0.12774	  -0.09122	  -0.07232	  -0.06544	  -0.05511	  -0.03043	   0.00622	   0.04548	   0.07804	   0.09761	   0.10360	   0.09948	   0.08932	   0.07721	   0.06731	   0.06233	   0.06347	   0.07164	   0.08383	   0.09414	   0.10095	   0.10457	   0.10346	   0.09801	   0.09112	   0.08523	   0.08136	   0.07905	   0.07719	   0.07571	   0.07702	   0.08240	   0.08915	   0.09446	   0.09606	   0.09286	   0.08796	   0.08419	   0.07951	   0.07187	   0.06397	   0.06064	   0.06380	   0.07145	   0.08039	   0.08732	   0.08883	   0.08449	   0.07779	   0.07043	   0.06168	   0.05304	   0.04844	   0.05134	   0.06040	   0.07013	   0.07699	   0.08035	   0.08045	   0.07787	   0.07331	   0.06775	   0.06183	   0.05661	   0.05407	   0.05498	   0.05896	   0.06541	   0.07214	   0.07545
  -0.01975	  -0.01749	  -0.01327	  -0.00750	   0.00023	   0.01066	   0.02172	   0.03033	   0.03705	   0.04431	   0.05131	   0.05465	   0.05180	   0.04164	   0.02644	   0.01230	   0.00272	  -0.00446	  -0.01117	  -0.01515	  -0.01428	  -0.01055	  -0.00821	  -0.00932	  -0.01264	  -0.01871	  -0.03055	  -0.04712	  -0.06224	  -0.06773	  -0.05827	  -0.03833	  -0.01922	  -0.00937	  -0.01042	  -0.01857	  -0.02910	  -0.04010	  -0.04991	  -0.05500	  -0.05465	  -0.05259	  -0.05063	  -0.04637	  -0.03999	  -0.03545	  -0.03375	  -0.03130	  -0.02606	  -0.02171	  -0.02296	  -0.03004	  -0.03955	  -0.04631	  -0.04580	  -0.03760	  -0.02629	  -0.01764	  -0.01266	  -0.00906	  -0.00841	  -0.01397	  -0.02363	  -0.03102	  -0.03193	  -0.02641	  -0.01483	   0.00605	   0.03824	   0.07413	   0.09984	   0.10668	   0.09460	   0.06578	   0.02030	  -0.04038	  -0.10921	  -0.17103	  -0.20764	  -0.20942	  -0.17854	  -0.12765	  -0.07722	  -0.04462	  -0.03157	  -0.01937	   0.02208	   0.11342	   0.24921	   0.40087	   0.53618	   0.63929	   0.71302	   0.76495	   0.79891	   0.81811	   0.82622	   0.82294	   0.80346	   0.76319	   0.70192	   0.62522	   0.54048	   0.45072	   0.35424	   0.25005	   0.14206	   0.03916	  -0.04711	  -0.10923	  -0.14811	  -0.16893	  -0.17771	  -0.18092	  -0.18314	  -0.18635	  -0.19108	  -0.19591	  -0.19812	  -0.19725	  -0.19648	  -0.19983	  -0.20707	  -0.21465	  -0.22097	  -0.22433	  -0.22242	  -0.21575	  -0.20664	  -0.19776	  -0.19228	  -0.19349	  -0.20170	  -0.21213	  -0.21904	  -0.22129	  -0.22127	  -0.21984	  -0.21659	  -0.21156	  -0.20385	  -0.19352	  -0.18365	  -0.17805	  -0.17860	  -0.18387	  -0.18993	  -0.19518	  -0.20090	  -0.20475	  -0.20262	  -0.19646	  -0.19161	  -0.18883	  -0.18563	  -0.18157	  -0.17811	  -0.17760	  -0.18230	  -0.19097
   0.07098	   0.06841	   0.06131	   0.05317	   0.04728	   0.04500	   0.04638	   0.05255	   0.06375	   0.07763	   0.09217	   0.10558	   0.11484	   0.11885	   0.11814	   0.11204	   0.09951	   0.08254	   0.06836	   0.06329	   0.06529	   0.06723	   0.06560	   0.06164	   0.05566	   0.04779	   0.04004	   0.03148	   0.01816	   0.00022	  -0.01592	  -0.02264	  -0.01766	  -0.00511	   0.00882	   0.01831	   0.01933	   0.01206	   0.00004	  -0.01222	  -0.02180	  -0.02717	  -0.02750	  -0.02450	  -0.01983	  -0.01313	  -0.00543	  -0.00035	  -0.00073	  -0.00569	  -0.01214	  -0.01821	  -0.02377	  -0.02731	  -0.02597	  -0.02010	  -0.01378	  -0.01045	  -0.00826	  -0.00415	  -0.00067	  -0.00066	  -0.00156	  -0.00105	  -0.00027	   0.00170	   0.00859	   0.02356	   0.04820	   0.07905	   0.10710	   0.12301	   0.12116	   0.09826	   0.05169	  -0.01580	  -0.09139	  -0.15665	  -0.19662	  -0.20420	  -0.18270	  -0.14627	  -0.11045	  -0.07832	  -0.03555	   0.03867	   0.15366	   0.30087	   0.45879	   0.60025	   0.70476	   0.76946	   0.80695	   0.83197	   0.84873	   0.85066	   0.82846	   0.77450	   0.68763	   0.57803	   0.46062	   0.34452	   0.23217	   0.12500	   0.02830	  -0.04843	  -0.09849	  -0.12464	  -0.13738	  -0.14687	  -0.15743	  -0.16940	  -0.18038	  -0.18739	  -0.19152	  -0.19534	  -0.19820	  -0.19870	  -0.19805	  -0.19725	  -0.19483	  -0.19175	  -0.19180	  -0.19603	  -0.20328	  -0.21098	  -0.21552	  -0.21637	  -0.21459	  -0.20988	  -0.20224	  -0.19388	  -0.18909	  -0.19041	  -0.19577	  -0.20086	  -0.20362	  -0.20528	  -0.20688	  -0.20754	  -0.20529	  -0.19921	  -0.19137	  -0.18474	  -0.18120	  -0.18041	  -0.18059	  -0.18200	  -0.18492	  -0.18803	  -0.19085	  -0.19276	  -0.19177	  -0.18627	  -0.17676	  -0.16703	  -0.16246	  -0.16449	  -0.16985	  -0.17477
   0.03903	   0.04679	   0.05764	   0.06862	   0.07951	   0.09107	   0.10045	   0.10470	   0.10622	   0.10878	   0.11148	   0.11119	   0.10771	   0.10324	   0.09937	   0.09699	   0.09560	   0.09123	   0.07922	   0.06078	   0.04293	   0.03094	   0.02557	   0.02519	   0.02638	   0.02597	   0.02359	   0.02108	   0.01880	   0.01539	   0.01137	   0.00843	   0.00679	   0.00542	   0.00273	  -0.00123	  -0.00433	  -0.00473	  -0.00125	   0.00446	   0.00655	   0.00234	  -0.00402	  -0.00942	  -0.01452	  -0.01882	  -0.02144	  -0.02222	  -0.01960	  -0.01366	  -0.00665	   0.00006	   0.00428	   0.00415	   0.00153	  -0.00183	  -0.00739	  -0.01487	  -0.01982	  -0.01824	  -0.01015	   0.00094	   0.01173	   0.02235	   0.03413	   0.04794	   0.06572	   0.08862	   0.11355	   0.13265	   0.13776	   0.12692	   0.10388	   0.07139	   0.02917	  -0.02041	  -0.07014	  -0.11224	  -0.14196	  -0.15979	  -0.16954	  -0.17322	  -0.16941	  -0.15320	  -0.11537	  -0.04236	   0.07722	   0.23897	   0.41794	   0.58078	   0.70154	   0.77382	   0.81095	   0.82991	   0.83887	   0.83916	   0.82894	   0.80219	   0.75198	   0.67758	   0.58445	   0.47835	   0.36359	   0.24447	   0.12802	   0.02553	  -0.05233	  -0.10161	  -0.12593	  -0.13332	  -0.13293	  -0.13252	  -0.13513	  -0.14043	  -0.14965	  -0.16384	  -0.17978	  -0.19258	  -0.19953	  -0.19964	  -0.19399	  -0.18679	  -0.18202	  -0.17994	  -0.17919	  -0.18029	  -0.18362	  -0.18907	  -0.19791	  -0.20709	  -0.21035	  -0.20862	  -0.20618	  -0.20222	  -0.19543	  -0.18800	  -0.18181	  -0.17695	  -0.17416	  -0.17464	  -0.17846	  -0.18534	  -0.19290	  -0.19584	  -0.19201	  -0.18378	  -0.17387	  -0.16613	  -0.16419	  -0.16675	  -0.17110	  -0.17701	  -0.18318	  -0.18662	  -0.18677	  -0.18533	  -0.18179	  -0.17524	  -0.16845	  -0.16362
