id,price
100000,4709459.1
100001,4709459.1
100002,4709459.1
100003,4709459.1
100004,4709459.1
100005,4709459.1
100006,4709459.1
100007,4709459.1
100008,4709459.1
100009,4709459.1
100010,4709459.1
100011,4709459.1
100012,4709459.1
100013,4709459.1
100014,4709459.1
100015,4709459.1
100016,4709459.1
100017,4709459.1
100018,4709459.1
100019,4709459.1
100020,4709459.1
100021,4709459.1
100022,4709459.1
100023,4709459.1
100024,4709459.1
100025,4709459.1
100026,4709459.1
100027,4709459.1
100028,4709459.1
100029,4709459.1
100030,4709459.1
100031,4709459.1
100032,4709459.1
100033,4709459.1
100034,4709459.1
100035,4709459.1
100036,4709459.1
100037,4709459.1
100038,4709459.1
100039,4709459.1
100040,4709459.1
100041,4709459.1
100042,4709459.1
100043,4709459.1
100044,4709459.1
100045,4709459.1
100046,4709459.1
100047,4709459.1
100048,4709459.1
100049,4709459.1
100050,4709459.1
100051,4709459.1
100052,4709459.1
100053,4709459.1
100054,4709459.1
100055,4709459.1
100056,4709459.1
100057,4709459.1
100058,4709459.1
100059,4709459.1
100060,4709459.1
100061,4709459.1
100062,4709459.1
100063,4709459.1
100064,4709459.1
100065,4709459.1
100066,4709459.1
100067,4709459.1
100068,4709459.1
100069,4709459.1
100070,4709459.1
100071,4709459.1
100072,4709459.1
100073,4709459.1
100074,4709459.1
100075,4709459.1
100076,4709459.1
100077,4709459.1
100078,4709459.1
100079,4709459.1
100080,4709459.1
100081,4709459.1
100082,4709459.1
100083,4709459.1
100084,4709459.1
100085,4709459.1
100086,4709459.1
100087,4709459.1
100088,4709459.1
100089,4709459.1
100090,4709459.1
100091,4709459.1
100092,4709459.1
100093,4709459.1
100094,4709459.1
100095,4709459.1
100096,4709459.1
100097,4709459.1
100098,4709459.1
100099,4709459.1
100100,4709459.1
100101,4709459.1
100102,4709459.1
100103,4709459.1
100104,4709459.1
100105,4709459.1
100106,4709459.1
100107,4709459.1
100108,4709459.1
100109,4709459.1
100110,4709459.1
100111,4709459.1
100112,4709459.1
100113,4709459.1
100114,4709459.1
100115,4709459.1
100116,4709459.1
100117,4709459.1
100118,4709459.1
100119,4709459.1
100120,4709459.1
100121,4709459.1
100122,4709459.1
100123,4709459.1
100124,4709459.1
100125,4709459.1
100126,4709459.1
100127,4709459.1
100128,4709459.1
100129,4709459.1
100130,4709459.1
100131,4709459.1
100132,4709459.1
100133,4709459.1
100134,4709459.1
100135,4709459.1
100136,4709459.1
100137,4709459.1
100138,4709459.1
100139,4709459.1
100140,4709459.1
100141,4709459.1
100142,4709459.1
100143,4709459.1
100144,4709459.1
100145,4709459.1
100146,4709459.1
100147,4709459.1
100148,4709459.1
100149,4709459.1
100150,4709459.1
100151,4709459.1
100152,4709459.1
100153,4709459.1
100154,4709459.1
100155,4709459.1
100156,4709459.1
100157,4709459.1
100158,4709459.1
100159,4709459.1
100160,4709459.1
100161,4709459.1
100162,4709459.1
100163,4709459.1
100164,4709459.1
100165,4709459.1
100166,4709459.1
100167,4709459.1
100168,4709459.1
100169,4709459.1
100170,4709459.1
100171,4709459.1
100172,4709459.1
100173,4709459.1
100174,4709459.1
100175,4709459.1
100176,4709459.1
100177,4709459.1
100178,4709459.1
100179,4709459.1
100180,4709459.1
100181,4709459.1
100182,4709459.1
100183,4709459.1
100184,4709459.1
100185,4709459.1
100186,4709459.1
100187,4709459.1
100188,4709459.1
100189,4709459.1
100190,4709459.1
100191,4709459.1
100192,4709459.1
100193,4709459.1
100194,4709459.1
100195,4709459.1
100196,4709459.1
100197,4709459.1
100198,4709459.1
100199,4709459.1
100200,4709459.1
100201,4709459.1
100202,4709459.1
100203,4709459.1
100204,4709459.1
100205,4709459.1
100206,4709459.1
100207,4709459.1
100208,4709459.1
100209,4709459.1
100210,4709459.1
100211,4709459.1
100212,4709459.1
100213,4709459.1
100214,4709459.1
100215,4709459.1
100216,4709459.1
100217,4709459.1
100218,4709459.1
100219,4709459.1
100220,4709459.1
100221,4709459.1
100222,4709459.1
100223,4709459.1
100224,4709459.1
100225,4709459.1
100226,4709459.1
100227,4709459.1
100228,4709459.1
100229,4709459.1
100230,4709459.1
100231,4709459.1
100232,4709459.1
100233,4709459.1
100234,4709459.1
100235,4709459.1
100236,4709459.1
100237,4709459.1
100238,4709459.1
100239,4709459.1
100240,4709459.1
100241,4709459.1
100242,4709459.1
100243,4709459.1
100244,4709459.1
100245,4709459.1
100246,4709459.1
100247,4709459.1
100248,4709459.1
100249,4709459.1
